date,item,sales
2015-11-06,38,911
2015-11-06,39,500
2015-11-06,40,323
2015-11-06,41,256
2015-11-06,42,428
2015-11-06,43,582
2015-11-06,44,316
2015-11-06,45,917
2015-11-06,46,700
2015-11-06,47,246
2015-11-06,48,590
2015-11-06,49,336
2015-11-06,50,738
2015-11-07,1,242
2015-11-07,2,739
2015-11-07,3,435
2015-11-07,4,264
2015-11-07,5,208
2015-11-07,6,717
2015-11-07,7,685
2015-11-07,8,918
2015-11-07,9,622
2015-11-07,10,888
2015-11-07,11,775
2015-11-07,12,855
2015-11-07,13,1043
2015-11-07,14,681
2015-11-07,15,1037
2015-11-07,16,298
2015-11-07,17,365
2015-11-07,18,1008
2015-11-07,19,493
2015-11-07,20,563
2015-11-07,21,452
2015-11-07,22,957
2015-11-07,23,354
2015-11-07,24,795
2015-11-07,25,877
2015-11-07,26,576
2015-11-07,27,267
2015-11-07,28,1049
2015-11-07,29,814
2015-11-07,30,501
2015-11-07,31,674
2015-11-07,32,553
2015-11-07,33,783
2015-11-07,34,307
2015-11-07,35,735
2015-11-07,36,898
2015-11-07,37,382
2015-11-07,38,898
2015-11-07,39,544
2015-11-07,40,323
2015-11-07,41,260
2015-11-07,42,427
2015-11-07,43,637
2015-11-07,44,317
2015-11-07,45,953
2015-11-07,46,696
2015-11-07,47,255
2015-11-07,48,597
2015-11-07,49,332
2015-11-07,50,732
2015-11-08,1,297
2015-11-08,2,697
2015-11-08,3,443
2015-11-08,4,269
2015-11-08,5,235
2015-11-08,6,729
2015-11-08,7,698
2015-11-08,8,957
2015-11-08,9,657
2015-11-08,10,884
2015-11-08,11,876
2015-11-08,12,888
2015-11-08,13,1030
2015-11-08,14,726
2015-11-08,15,1092
2015-11-08,16,314
2015-11-08,17,396
2015-11-08,18,1059
2015-11-08,19,524
2015-11-08,20,603
2015-11-08,21,515
2015-11-08,22,1059
2015-11-08,23,369
2015-11-08,24,816
2015-11-08,25,1029
2015-11-08,26,576
2015-11-08,27,260
2015-11-08,28,1094
2015-11-08,29,946
2015-11-08,30,479
2015-11-08,31,720
2015-11-08,32,537
2015-11-08,33,855
2015-11-08,34,354
2015-11-08,35,839
2015-11-08,36,979
2015-11-08,37,378
2015-11-08,38,1001
2015-11-08,39,554
2015-11-08,40,370
2015-11-08,41,299
2015-11-08,42,445
2015-11-08,43,665
2015-11-08,44,382
2015-11-08,45,983
2015-11-08,46,789
2015-11-08,47,280
2015-11-08,48,678
2015-11-08,49,402
2015-11-08,50,812
2015-11-09,1,170
2015-11-09,2,478
2015-11-09,3,299
2015-11-09,4,166
2015-11-09,5,132
2015-11-09,6,431
2015-11-09,7,474
2015-11-09,8,604
2015-11-09,9,394
2015-11-09,10,606
2015-11-09,11,579
2015-11-09,12,591
2015-11-09,13,735
2015-11-09,14,516
2015-11-09,15,743
2015-11-09,16,236
2015-11-09,17,271
2015-11-09,18,683
2015-11-09,19,312
2015-11-09,20,384
2015-11-09,21,331
2015-11-09,22,638
2015-11-09,23,292
2015-11-09,24,518
2015-11-09,25,685
2015-11-09,26,353
2015-11-09,27,193
2015-11-09,28,748
2015-11-09,29,649
2015-11-09,30,342
2015-11-09,31,480
2015-11-09,32,351
2015-11-09,33,567
2015-11-09,34,211
2015-11-09,35,523
2015-11-09,36,632
2015-11-09,37,245
2015-11-09,38,702
2015-11-09,39,349
2015-11-09,40,262
2015-11-09,41,156
2015-11-09,42,297
2015-11-09,43,418
2015-11-09,44,252
2015-11-09,45,658
2015-11-09,46,482
2015-11-09,47,182
2015-11-09,48,443
2015-11-09,49,230
2015-11-09,50,551
2015-11-10,1,181
2015-11-10,2,570
2015-11-10,3,361
2015-11-10,4,201
2015-11-10,5,162
2015-11-10,6,577
2015-11-10,7,576
2015-11-10,8,711
2015-11-10,9,515
2015-11-10,10,735
2015-11-10,11,682
2015-11-10,12,726
2015-11-10,13,824
2015-11-10,14,573
2015-11-10,15,850
2015-11-10,16,237
2015-11-10,17,308
2015-11-10,18,797
2015-11-10,19,370
2015-11-10,20,474
2015-11-10,21,374
2015-11-10,22,754
2015-11-10,23,271
2015-11-10,24,644
2015-11-10,25,797
2015-11-10,26,467
2015-11-10,27,242
2015-11-10,28,834
2015-11-10,29,641
2015-11-10,30,385
2015-11-10,31,582
2015-11-10,32,433
2015-11-10,33,672
2015-11-10,34,238
2015-11-10,35,663
2015-11-10,36,744
2015-11-10,37,283
2015-11-10,38,766
2015-11-10,39,419
2015-11-10,40,327
2015-11-10,41,227
2015-11-10,42,373
2015-11-10,43,508
2015-11-10,44,296
2015-11-10,45,805
2015-11-10,46,598
2015-11-10,47,243
2015-11-10,48,461
2015-11-10,49,309
2015-11-10,50,656
2015-11-11,1,222
2015-11-11,2,585
2015-11-11,3,381
2015-11-11,4,241
2015-11-11,5,176
2015-11-11,6,587
2015-11-11,7,589
2015-11-11,8,772
2015-11-11,9,507
2015-11-11,10,686
2015-11-11,11,673
2015-11-11,12,691
2015-11-11,13,848
2015-11-11,14,560
2015-11-11,15,863
2015-11-11,16,236
2015-11-11,17,308
2015-11-11,18,862
2015-11-11,19,395
2015-11-11,20,410
2015-11-11,21,427
2015-11-11,22,787
2015-11-11,23,255
2015-11-11,24,680
2015-11-11,25,806
2015-11-11,26,469
2015-11-11,27,217
2015-11-11,28,867
2015-11-11,29,670
2015-11-11,30,398
2015-11-11,31,578
2015-11-11,32,409
2015-11-11,33,687
2015-11-11,34,239
2015-11-11,35,682
2015-11-11,36,775
2015-11-11,37,265
2015-11-11,38,791
2015-11-11,39,395
2015-11-11,40,257
2015-11-11,41,219
2015-11-11,42,344
2015-11-11,43,504
2015-11-11,44,277
2015-11-11,45,770
2015-11-11,46,585
2015-11-11,47,191
2015-11-11,48,497
2015-11-11,49,272
2015-11-11,50,628
2015-11-12,1,250
2015-11-12,2,632
2015-11-12,3,408
2015-11-12,4,222
2015-11-12,5,205
2015-11-12,6,626
2015-11-12,7,614
2015-11-12,8,818
2015-11-12,9,541
2015-11-12,10,797
2015-11-12,11,742
2015-11-12,12,748
2015-11-12,13,894
2015-11-12,14,605
2015-11-12,15,955
2015-11-12,16,243
2015-11-12,17,352
2015-11-12,18,908
2015-11-12,19,450
2015-11-12,20,473
2015-11-12,21,398
2015-11-12,22,828
2015-11-12,23,315
2015-11-12,24,672
2015-11-12,25,829
2015-11-12,26,519
2015-11-12,27,235
2015-11-12,28,868
2015-11-12,29,778
2015-11-12,30,416
2015-11-12,31,604
2015-11-12,32,450
2015-11-12,33,733
2015-11-12,34,264
2015-11-12,35,689
2015-11-12,36,742
2015-11-12,37,293
2015-11-12,38,824
2015-11-12,39,453
2015-11-12,40,324
2015-11-12,41,254
2015-11-12,42,384
2015-11-12,43,525
2015-11-12,44,303
2015-11-12,45,786
2015-11-12,46,665
2015-11-12,47,216
2015-11-12,48,481
2015-11-12,49,330
2015-11-12,50,671
2015-11-13,1,263
2015-11-13,2,653
2015-11-13,3,400
2015-11-13,4,226
2015-11-13,5,194
2015-11-13,6,636
2015-11-13,7,619
2015-11-13,8,851
2015-11-13,9,601
2015-11-13,10,817
2015-11-13,11,811
2015-11-13,12,784
2015-11-13,13,992
2015-11-13,14,658
2015-11-13,15,968
2015-11-13,16,281
2015-11-13,17,372
2015-11-13,18,944
2015-11-13,19,482
2015-11-13,20,512
2015-11-13,21,417
2015-11-13,22,829
2015-11-13,23,346
2015-11-13,24,734
2015-11-13,25,947
2015-11-13,26,535
2015-11-13,27,283
2015-11-13,28,1002
2015-11-13,29,790
2015-11-13,30,462
2015-11-13,31,658
2015-11-13,32,451
2015-11-13,33,831
2015-11-13,34,290
2015-11-13,35,782
2015-11-13,36,842
2015-11-13,37,300
2015-11-13,38,862
2015-11-13,39,467
2015-11-13,40,299
2015-11-13,41,238
2015-11-13,42,391
2015-11-13,43,570
2015-11-13,44,321
2015-11-13,45,910
2015-11-13,46,670
2015-11-13,47,259
2015-11-13,48,564
2015-11-13,49,347
2015-11-13,50,733
2015-11-14,1,260
2015-11-14,2,671
2015-11-14,3,437
2015-11-14,4,264
2015-11-14,5,196
2015-11-14,6,689
2015-11-14,7,698
2015-11-14,8,904
2015-11-14,9,603
2015-11-14,10,874
2015-11-14,11,806
2015-11-14,12,831
2015-11-14,13,1046
2015-11-14,14,681
2015-11-14,15,988
2015-11-14,16,333
2015-11-14,17,402
2015-11-14,18,1025
2015-11-14,19,498
2015-11-14,20,563
2015-11-14,21,506
2015-11-14,22,954
2015-11-14,23,316
2015-11-14,24,782
2015-11-14,25,929
2015-11-14,26,573
2015-11-14,27,232
2015-11-14,28,1008
2015-11-14,29,859
2015-11-14,30,430
2015-11-14,31,678
2015-11-14,32,519
2015-11-14,33,829
2015-11-14,34,314
2015-11-14,35,832
2015-11-14,36,937
2015-11-14,37,346
2015-11-14,38,941
2015-11-14,39,572
2015-11-14,40,383
2015-11-14,41,282
2015-11-14,42,416
2015-11-14,43,655
2015-11-14,44,378
2015-11-14,45,949
2015-11-14,46,734
2015-11-14,47,256
2015-11-14,48,611
2015-11-14,49,327
2015-11-14,50,795
2015-11-15,1,292
2015-11-15,2,765
2015-11-15,3,451
2015-11-15,4,267
2015-11-15,5,237
2015-11-15,6,762
2015-11-15,7,711
2015-11-15,8,992
2015-11-15,9,655
2015-11-15,10,894
2015-11-15,11,817
2015-11-15,12,892
2015-11-15,13,1046
2015-11-15,14,748
2015-11-15,15,1103
2015-11-15,16,319
2015-11-15,17,398
2015-11-15,18,1027
2015-11-15,19,506
2015-11-15,20,582
2015-11-15,21,541
2015-11-15,22,995
2015-11-15,23,363
2015-11-15,24,860
2015-11-15,25,1033
2015-11-15,26,623
2015-11-15,27,285
2015-11-15,28,1076
2015-11-15,29,901
2015-11-15,30,532
2015-11-15,31,683
2015-11-15,32,565
2015-11-15,33,845
2015-11-15,34,330
2015-11-15,35,864
2015-11-15,36,1013
2015-11-15,37,378
2015-11-15,38,1023
2015-11-15,39,551
2015-11-15,40,339
2015-11-15,41,260
2015-11-15,42,467
2015-11-15,43,677
2015-11-15,44,387
2015-11-15,45,977
2015-11-15,46,680
2015-11-15,47,291
2015-11-15,48,684
2015-11-15,49,336
2015-11-15,50,831
2015-11-16,1,195
2015-11-16,2,492
2015-11-16,3,301
2015-11-16,4,190
2015-11-16,5,170
2015-11-16,6,497
2015-11-16,7,501
2015-11-16,8,633
2015-11-16,9,429
2015-11-16,10,588
2015-11-16,11,583
2015-11-16,12,567
2015-11-16,13,721
2015-11-16,14,526
2015-11-16,15,776
2015-11-16,16,210
2015-11-16,17,272
2015-11-16,18,692
2015-11-16,19,347
2015-11-16,20,393
2015-11-16,21,333
2015-11-16,22,696
2015-11-16,23,238
2015-11-16,24,577
2015-11-16,25,678
2015-11-16,26,434
2015-11-16,27,161
2015-11-16,28,674
2015-11-16,29,572
2015-11-16,30,299
2015-11-16,31,499
2015-11-16,32,364
2015-11-16,33,600
2015-11-16,34,220
2015-11-16,35,575
2015-11-16,36,664
2015-11-16,37,268
2015-11-16,38,709
2015-11-16,39,371
2015-11-16,40,245
2015-11-16,41,174
2015-11-16,42,332
2015-11-16,43,434
2015-11-16,44,229
2015-11-16,45,665
2015-11-16,46,464
2015-11-16,47,155
2015-11-16,48,425
2015-11-16,49,251
2015-11-16,50,553
2015-11-17,1,254
2015-11-17,2,585
2015-11-17,3,364
2015-11-17,4,218
2015-11-17,5,184
2015-11-17,6,602
2015-11-17,7,615
2015-11-17,8,764
2015-11-17,9,466
2015-11-17,10,687
2015-11-17,11,680
2015-11-17,12,693
2015-11-17,13,831
2015-11-17,14,572
2015-11-17,15,879
2015-11-17,16,267
2015-11-17,17,362
2015-11-17,18,735
2015-11-17,19,408
2015-11-17,20,464
2015-11-17,21,411
2015-11-17,22,811
2015-11-17,23,257
2015-11-17,24,652
2015-11-17,25,753
2015-11-17,26,484
2015-11-17,27,233
2015-11-17,28,827
2015-11-17,29,684
2015-11-17,30,374
2015-11-17,31,565
2015-11-17,32,446
2015-11-17,33,678
2015-11-17,34,266
2015-11-17,35,643
2015-11-17,36,780
2015-11-17,37,291
2015-11-17,38,785
2015-11-17,39,431
2015-11-17,40,272
2015-11-17,41,218
2015-11-17,42,415
2015-11-17,43,522
2015-11-17,44,323
2015-11-17,45,766
2015-11-17,46,569
2015-11-17,47,180
2015-11-17,48,497
2015-11-17,49,278
2015-11-17,50,631
2015-11-18,1,222
2015-11-18,2,568
2015-11-18,3,362
2015-11-18,4,174
2015-11-18,5,160
2015-11-18,6,564
2015-11-18,7,584
2015-11-18,8,739
2015-11-18,9,532
2015-11-18,10,692
2015-11-18,11,647
2015-11-18,12,671
2015-11-18,13,774
2015-11-18,14,588
2015-11-18,15,803
2015-11-18,16,274
2015-11-18,17,316
2015-11-18,18,858
2015-11-18,19,392
2015-11-18,20,469
2015-11-18,21,393
2015-11-18,22,821
2015-11-18,23,279
2015-11-18,24,611
2015-11-18,25,814
2015-11-18,26,431
2015-11-18,27,215
2015-11-18,28,845
2015-11-18,29,719
2015-11-18,30,380
2015-11-18,31,554
2015-11-18,32,421
2015-11-18,33,675
2015-11-18,34,269
2015-11-18,35,650
2015-11-18,36,786
2015-11-18,37,281
2015-11-18,38,776
2015-11-18,39,413
2015-11-18,40,258
2015-11-18,41,198
2015-11-18,42,331
2015-11-18,43,495
2015-11-18,44,303
2015-11-18,45,830
2015-11-18,46,609
2015-11-18,47,228
2015-11-18,48,511
2015-11-18,49,254
2015-11-18,50,673
2015-11-19,1,233
2015-11-19,2,628
2015-11-19,3,391
2015-11-19,4,211
2015-11-19,5,200
2015-11-19,6,586
2015-11-19,7,601
2015-11-19,8,748
2015-11-19,9,533
2015-11-19,10,793
2015-11-19,11,722
2015-11-19,12,725
2015-11-19,13,877
2015-11-19,14,649
2015-11-19,15,938
2015-11-19,16,289
2015-11-19,17,315
2015-11-19,18,917
2015-11-19,19,431
2015-11-19,20,464
2015-11-19,21,396
2015-11-19,22,795
2015-11-19,23,296
2015-11-19,24,671
2015-11-19,25,817
2015-11-19,26,536
2015-11-19,27,260
2015-11-19,28,874
2015-11-19,29,691
2015-11-19,30,457
2015-11-19,31,609
2015-11-19,32,509
2015-11-19,33,792
2015-11-19,34,206
2015-11-19,35,687
2015-11-19,36,808
2015-11-19,37,347
2015-11-19,38,877
2015-11-19,39,436
2015-11-19,40,329
2015-11-19,41,220
2015-11-19,42,360
2015-11-19,43,511
2015-11-19,44,311
2015-11-19,45,780
2015-11-19,46,645
2015-11-19,47,286
2015-11-19,48,552
2015-11-19,49,305
2015-11-19,50,673
2015-11-20,1,266
2015-11-20,2,606
2015-11-20,3,428
2015-11-20,4,252
2015-11-20,5,202
2015-11-20,6,674
2015-11-20,7,657
2015-11-20,8,907
2015-11-20,9,552
2015-11-20,10,777
2015-11-20,11,741
2015-11-20,12,778
2015-11-20,13,958
2015-11-20,14,683
2015-11-20,15,1009
2015-11-20,16,291
2015-11-20,17,367
2015-11-20,18,978
2015-11-20,19,462
2015-11-20,20,543
2015-11-20,21,477
2015-11-20,22,888
2015-11-20,23,344
2015-11-20,24,745
2015-11-20,25,897
2015-11-20,26,483
2015-11-20,27,237
2015-11-20,28,950
2015-11-20,29,749
2015-11-20,30,468
2015-11-20,31,660
2015-11-20,32,477
2015-11-20,33,810
2015-11-20,34,280
2015-11-20,35,765
2015-11-20,36,879
2015-11-20,37,311
2015-11-20,38,879
2015-11-20,39,480
2015-11-20,40,309
2015-11-20,41,230
2015-11-20,42,389
2015-11-20,43,602
2015-11-20,44,321
2015-11-20,45,896
2015-11-20,46,633
2015-11-20,47,258
2015-11-20,48,591
2015-11-20,49,314
2015-11-20,50,712
2015-11-21,1,249
2015-11-21,2,719
2015-11-21,3,429
2015-11-21,4,266
2015-11-21,5,211
2015-11-21,6,687
2015-11-21,7,675
2015-11-21,8,937
2015-11-21,9,604
2015-11-21,10,894
2015-11-21,11,864
2015-11-21,12,836
2015-11-21,13,998
2015-11-21,14,671
2015-11-21,15,1041
2015-11-21,16,306
2015-11-21,17,416
2015-11-21,18,1023
2015-11-21,19,523
2015-11-21,20,575
2015-11-21,21,465
2015-11-21,22,980
2015-11-21,23,368
2015-11-21,24,777
2015-11-21,25,939
2015-11-21,26,564
2015-11-21,27,276
2015-11-21,28,1066
2015-11-21,29,826
2015-11-21,30,459
2015-11-21,31,726
2015-11-21,32,529
2015-11-21,33,812
2015-11-21,34,293
2015-11-21,35,753
2015-11-21,36,867
2015-11-21,37,340
2015-11-21,38,893
2015-11-21,39,547
2015-11-21,40,385
2015-11-21,41,268
2015-11-21,42,427
2015-11-21,43,621
2015-11-21,44,341
2015-11-21,45,974
2015-11-21,46,719
2015-11-21,47,240
2015-11-21,48,635
2015-11-21,49,338
2015-11-21,50,730
2015-11-22,1,293
2015-11-22,2,749
2015-11-22,3,459
2015-11-22,4,284
2015-11-22,5,246
2015-11-22,6,688
2015-11-22,7,688
2015-11-22,8,902
2015-11-22,9,648
2015-11-22,10,935
2015-11-22,11,900
2015-11-22,12,850
2015-11-22,13,1052
2015-11-22,14,742
2015-11-22,15,1058
2015-11-22,16,312
2015-11-22,17,384
2015-11-22,18,1010
2015-11-22,19,522
2015-11-22,20,616
2015-11-22,21,503
2015-11-22,22,1039
2015-11-22,23,388
2015-11-22,24,847
2015-11-22,25,1053
2015-11-22,26,612
2015-11-22,27,273
2015-11-22,28,1117
2015-11-22,29,873
2015-11-22,30,494
2015-11-22,31,740
2015-11-22,32,542
2015-11-22,33,830
2015-11-22,34,344
2015-11-22,35,903
2015-11-22,36,942
2015-11-22,37,358
2015-11-22,38,1023
2015-11-22,39,567
2015-11-22,40,399
2015-11-22,41,295
2015-11-22,42,427
2015-11-22,43,627
2015-11-22,44,370
2015-11-22,45,960
2015-11-22,46,744
2015-11-22,47,291
2015-11-22,48,649
2015-11-22,49,367
2015-11-22,50,817
2015-11-23,1,211
2015-11-23,2,456
2015-11-23,3,294
2015-11-23,4,189
2015-11-23,5,158
2015-11-23,6,461
2015-11-23,7,515
2015-11-23,8,666
2015-11-23,9,466
2015-11-23,10,612
2015-11-23,11,579
2015-11-23,12,581
2015-11-23,13,695
2015-11-23,14,464
2015-11-23,15,679
2015-11-23,16,207
2015-11-23,17,308
2015-11-23,18,709
2015-11-23,19,330
2015-11-23,20,374
2015-11-23,21,339
2015-11-23,22,660
2015-11-23,23,236
2015-11-23,24,573
2015-11-23,25,636
2015-11-23,26,413
2015-11-23,27,151
2015-11-23,28,761
2015-11-23,29,564
2015-11-23,30,349
2015-11-23,31,472
2015-11-23,32,373
2015-11-23,33,594
2015-11-23,34,206
2015-11-23,35,512
2015-11-23,36,685
2015-11-23,37,237
2015-11-23,38,647
2015-11-23,39,377
2015-11-23,40,251
2015-11-23,41,176
2015-11-23,42,295
2015-11-23,43,440
2015-11-23,44,229
2015-11-23,45,687
2015-11-23,46,439
2015-11-23,47,167
2015-11-23,48,445
2015-11-23,49,242
2015-11-23,50,543
2015-11-24,1,233
2015-11-24,2,574
2015-11-24,3,354
2015-11-24,4,222
2015-11-24,5,177
2015-11-24,6,547
2015-11-24,7,559
2015-11-24,8,751
2015-11-24,9,500
2015-11-24,10,722
2015-11-24,11,667
2015-11-24,12,683
2015-11-24,13,815
2015-11-24,14,535
2015-11-24,15,896
2015-11-24,16,272
2015-11-24,17,337
2015-11-24,18,824
2015-11-24,19,400
2015-11-24,20,499
2015-11-24,21,408
2015-11-24,22,771
2015-11-24,23,312
2015-11-24,24,654
2015-11-24,25,787
2015-11-24,26,462
2015-11-24,27,208
2015-11-24,28,857
2015-11-24,29,712
2015-11-24,30,425
2015-11-24,31,593
2015-11-24,32,465
2015-11-24,33,735
2015-11-24,34,234
2015-11-24,35,616
2015-11-24,36,751
2015-11-24,37,284
2015-11-24,38,831
2015-11-24,39,421
2015-11-24,40,300
2015-11-24,41,224
2015-11-24,42,335
2015-11-24,43,471
2015-11-24,44,264
2015-11-24,45,816
2015-11-24,46,573
2015-11-24,47,201
2015-11-24,48,518
2015-11-24,49,289
2015-11-24,50,583
2015-11-25,1,195
2015-11-25,2,609
2015-11-25,3,367
2015-11-25,4,218
2015-11-25,5,181
2015-11-25,6,557
2015-11-25,7,584
2015-11-25,8,725
2015-11-25,9,486
2015-11-25,10,711
2015-11-25,11,663
2015-11-25,12,699
2015-11-25,13,784
2015-11-25,14,557
2015-11-25,15,847
2015-11-25,16,243
2015-11-25,17,318
2015-11-25,18,846
2015-11-25,19,403
2015-11-25,20,488
2015-11-25,21,379
2015-11-25,22,774
2015-11-25,23,320
2015-11-25,24,651
2015-11-25,25,831
2015-11-25,26,443
2015-11-25,27,228
2015-11-25,28,884
2015-11-25,29,655
2015-11-25,30,392
2015-11-25,31,560
2015-11-25,32,452
2015-11-25,33,666
2015-11-25,34,245
2015-11-25,35,630
2015-11-25,36,781
2015-11-25,37,297
2015-11-25,38,782
2015-11-25,39,404
2015-11-25,40,275
2015-11-25,41,220
2015-11-25,42,339
2015-11-25,43,532
2015-11-25,44,262
2015-11-25,45,785
2015-11-25,46,575
2015-11-25,47,212
2015-11-25,48,513
2015-11-25,49,281
2015-11-25,50,641
2015-11-26,1,217
2015-11-26,2,607
2015-11-26,3,395
2015-11-26,4,252
2015-11-26,5,181
2015-11-26,6,618
2015-11-26,7,630
2015-11-26,8,825
2015-11-26,9,577
2015-11-26,10,781
2015-11-26,11,788
2015-11-26,12,760
2015-11-26,13,904
2015-11-26,14,628
2015-11-26,15,935
2015-11-26,16,241
2015-11-26,17,359
2015-11-26,18,938
2015-11-26,19,407
2015-11-26,20,446
2015-11-26,21,467
2015-11-26,22,822
2015-11-26,23,313
2015-11-26,24,720
2015-11-26,25,847
2015-11-26,26,495
2015-11-26,27,233
2015-11-26,28,891
2015-11-26,29,755
2015-11-26,30,450
2015-11-26,31,577
2015-11-26,32,434
2015-11-26,33,755
2015-11-26,34,267
2015-11-26,35,677
2015-11-26,36,812
2015-11-26,37,326
2015-11-26,38,869
2015-11-26,39,468
2015-11-26,40,315
2015-11-26,41,239
2015-11-26,42,382
2015-11-26,43,528
2015-11-26,44,303
2015-11-26,45,830
2015-11-26,46,618
2015-11-26,47,234
2015-11-26,48,520
2015-11-26,49,313
2015-11-26,50,688
2015-11-27,1,263
2015-11-27,2,628
2015-11-27,3,450
2015-11-27,4,242
2015-11-27,5,214
2015-11-27,6,645
2015-11-27,7,649
2015-11-27,8,904
2015-11-27,9,597
2015-11-27,10,770
2015-11-27,11,760
2015-11-27,12,828
2015-11-27,13,958
2015-11-27,14,648
2015-11-27,15,1067
2015-11-27,16,230
2015-11-27,17,350
2015-11-27,18,953
2015-11-27,19,462
2015-11-27,20,524
2015-11-27,21,429
2015-11-27,22,872
2015-11-27,23,345
2015-11-27,24,741
2015-11-27,25,941
2015-11-27,26,529
2015-11-27,27,244
2015-11-27,28,949
2015-11-27,29,782
2015-11-27,30,449
2015-11-27,31,689
2015-11-27,32,517
2015-11-27,33,777
2015-11-27,34,291
2015-11-27,35,744
2015-11-27,36,836
2015-11-27,37,359
2015-11-27,38,886
2015-11-27,39,519
2015-11-27,40,327
2015-11-27,41,258
2015-11-27,42,419
2015-11-27,43,593
2015-11-27,44,343
2015-11-27,45,843
2015-11-27,46,644
2015-11-27,47,238
2015-11-27,48,549
2015-11-27,49,339
2015-11-27,50,765
2015-11-28,1,284
2015-11-28,2,713
2015-11-28,3,454
2015-11-28,4,267
2015-11-28,5,230
2015-11-28,6,681
2015-11-28,7,655
2015-11-28,8,886
2015-11-28,9,650
2015-11-28,10,852
2015-11-28,11,833
2015-11-28,12,709
2015-11-28,13,1039
2015-11-28,14,749
2015-11-28,15,1042
2015-11-28,16,311
2015-11-28,17,379
2015-11-28,18,1025
2015-11-28,19,488
2015-11-28,20,555
2015-11-28,21,488
2015-11-28,22,970
2015-11-28,23,311
2015-11-28,24,789
2015-11-28,25,965
2015-11-28,26,557
2015-11-28,27,268
2015-11-28,28,1046
2015-11-28,29,815
2015-11-28,30,459
2015-11-28,31,679
2015-11-28,32,530
2015-11-28,33,841
2015-11-28,34,358
2015-11-28,35,750
2015-11-28,36,895
2015-11-28,37,339
2015-11-28,38,933
2015-11-28,39,513
2015-11-28,40,355
2015-11-28,41,271
2015-11-28,42,420
2015-11-28,43,614
2015-11-28,44,359
2015-11-28,45,943
2015-11-28,46,668
2015-11-28,47,250
2015-11-28,48,602
2015-11-28,49,334
2015-11-28,50,833
2015-11-29,1,287
2015-11-29,2,750
2015-11-29,3,431
2015-11-29,4,299
2015-11-29,5,231
2015-11-29,6,767
2015-11-29,7,739
2015-11-29,8,957
2015-11-29,9,616
2015-11-29,10,933
2015-11-29,11,856
2015-11-29,12,917
2015-11-29,13,1046
2015-11-29,14,718
2015-11-29,15,1073
2015-11-29,16,287
2015-11-29,17,376
2015-11-29,18,1091
2015-11-29,19,505
2015-11-29,20,623
2015-11-29,21,484
2015-11-29,22,987
2015-11-29,23,377
2015-11-29,24,854
2015-11-29,25,1036
2015-11-29,26,609
2015-11-29,27,277
2015-11-29,28,1035
2015-11-29,29,889
2015-11-29,30,511
2015-11-29,31,804
2015-11-29,32,541
2015-11-29,33,875
2015-11-29,34,325
2015-11-29,35,833
2015-11-29,36,980
2015-11-29,37,369
2015-11-29,38,989
2015-11-29,39,533
2015-11-29,40,336
2015-11-29,41,297
2015-11-29,42,510
2015-11-29,43,637
2015-11-29,44,359
2015-11-29,45,1017
2015-11-29,46,734
2015-11-29,47,251
2015-11-29,48,657
2015-11-29,49,393
2015-11-29,50,833
2015-11-30,1,160
2015-11-30,2,473
2015-11-30,3,287
2015-11-30,4,176
2015-11-30,5,151
2015-11-30,6,539
2015-11-30,7,495
2015-11-30,8,645
2015-11-30,9,404
2015-11-30,10,581
2015-11-30,11,557
2015-11-30,12,586
2015-11-30,13,702
2015-11-30,14,477
2015-11-30,15,740
2015-11-30,16,213
2015-11-30,17,289
2015-11-30,18,673
2015-11-30,19,334
2015-11-30,20,398
2015-11-30,21,350
2015-11-30,22,691
2015-11-30,23,237
2015-11-30,24,530
2015-11-30,25,635
2015-11-30,26,416
2015-11-30,27,185
2015-11-30,28,708
2015-11-30,29,585
2015-11-30,30,327
2015-11-30,31,484
2015-11-30,32,394
2015-11-30,33,547
2015-11-30,34,231
2015-11-30,35,547
2015-11-30,36,668
2015-11-30,37,231
2015-11-30,38,669
2015-11-30,39,389
2015-11-30,40,243
2015-11-30,41,191
2015-11-30,42,320
2015-11-30,43,426
2015-11-30,44,246
2015-11-30,45,691
2015-11-30,46,465
2015-11-30,47,187
2015-11-30,48,406
2015-11-30,49,250
2015-11-30,50,534
2015-12-01,1,138
2015-12-01,2,419
2015-12-01,3,229
2015-12-01,4,156
2015-12-01,5,133
2015-12-01,6,399
2015-12-01,7,417
2015-12-01,8,516
2015-12-01,9,350
2015-12-01,10,535
2015-12-01,11,460
2015-12-01,12,424
2015-12-01,13,572
2015-12-01,14,426
2015-12-01,15,589
2015-12-01,16,185
2015-12-01,17,239
2015-12-01,18,572
2015-12-01,19,281
2015-12-01,20,309
2015-12-01,21,289
2015-12-01,22,583
2015-12-01,23,217
2015-12-01,24,456
2015-12-01,25,564
2015-12-01,26,334
2015-12-01,27,163
2015-12-01,28,622
2015-12-01,29,444
2015-12-01,30,263
2015-12-01,31,428
2015-12-01,32,324
2015-12-01,33,464
2015-12-01,34,178
2015-12-01,35,472
2015-12-01,36,482
2015-12-01,37,190
2015-12-01,38,538
2015-12-01,39,327
2015-12-01,40,194
2015-12-01,41,141
2015-12-01,42,259
2015-12-01,43,345
2015-12-01,44,202
2015-12-01,45,560
2015-12-01,46,388
2015-12-01,47,186
2015-12-01,48,362
2015-12-01,49,215
2015-12-01,50,477
2015-12-02,1,161
2015-12-02,2,405
2015-12-02,3,244
2015-12-02,4,175
2015-12-02,5,114
